#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         657      2.6169     2.61481 3.17764e-05
         658     2.61692     2.61481 3.18902e-05
         659     2.61694     2.61482 3.20046e-05
         660     2.61694     2.61482 3.21178e-05
         661     2.61693     2.61482 3.22281e-05
         662     2.61691     2.61482 3.23335e-05
         663     2.61688     2.61483 3.24328e-05
         664     2.61683     2.61483 3.25237e-05
         665     2.61677     2.61483 3.26048e-05
         666     2.61669     2.61484 3.26749e-05
         667      2.6166     2.61484 3.27326e-05
         668      2.6165     2.61484 3.27776e-05
         669     2.61638     2.61484 3.28088e-05
         670     2.61625     2.61485 3.28265e-05
         671     2.61611     2.61485 3.28314e-05
         672     2.61596     2.61485  3.2824e-05
         673      2.6158     2.61485 3.28054e-05
         674     2.61563     2.61485 3.27769e-05
         675     2.61545     2.61485 3.27403e-05
         676     2.61527     2.61485 3.26976e-05
         677     2.61508     2.61485 3.26509e-05
         678     2.61489     2.61485 3.26028e-05
         679      2.6147     2.61485 3.25556e-05
         680     2.61451     2.61485 3.25116e-05
         681     2.61432     2.61485 3.24731e-05
         682     2.61414     2.61485 3.24423e-05
         683     2.61396     2.61485 3.24211e-05
         684     2.61378     2.61485 3.24112e-05
         685     2.61361     2.61485 3.24144e-05
         686     2.61345     2.61484 3.24312e-05
         687      2.6133     2.61484 3.24622e-05
         688     2.61315     2.61484 3.25079e-05
         689     2.61302     2.61484 3.25682e-05
         690      2.6129     2.61483 3.26416e-05
         691     2.61279     2.61483 3.27282e-05
         692     2.61269     2.61483 3.28274e-05
         693     2.61259     2.61483 3.29386e-05
         694     2.61251     2.61482   3.306e-05
         695     2.61244     2.61482 3.31893e-05
         696     2.61238     2.61481 3.33257e-05
         697     2.61233     2.61481  3.3468e-05
         698     2.61229     2.61481 3.36142e-05
         699     2.61226      2.6148  3.3763e-05
         700     2.61224      2.6148 3.39123e-05
         701     2.61223      2.6148 3.40609e-05
         702     2.61223     2.61479 3.42083e-05
         703     2.61223     2.61479 3.43536e-05
         704     2.61225     2.61479 3.44943e-05
         705     2.61227     2.61478 3.46301e-05
         706     2.61229     2.61478 3.47608e-05
         707     2.61232     2.61478 3.48852e-05
         708     2.61236     2.61477  3.5003e-05
         709      2.6124     2.61477 3.51136e-05
         710     2.61245     2.61477 3.52161e-05
         711      2.6125     2.61476 3.53109e-05
         712     2.61255     2.61476 3.53983e-05
         713      2.6126     2.61476 3.54783e-05
         714     2.61265     2.61475 3.55511e-05
         715     2.61271     2.61475 3.56164e-05
         716     2.61276     2.61475 3.56745e-05
         717     2.61282     2.61474 3.57258e-05
         718     2.61288     2.61474 3.57702e-05
         719     2.61295     2.61474 3.58076e-05
         720     2.61301     2.61474 3.58388e-05
         721     2.61306     2.61473 3.58641e-05
         722     2.61312     2.61473 3.58837e-05
         723     2.61318     2.61473 3.58984e-05
         724     2.61324     2.61473  3.5908e-05
         725      2.6133     2.61473 3.59128e-05
         726     2.61335     2.61472 3.59131e-05
         727     2.61341     2.61472 3.59094e-05
         728     2.61346     2.61472 3.59017e-05
         729     2.61351     2.61472 3.58906e-05
         730     2.61357     2.61472 3.58759e-05
         731     2.61363     2.61472 3.58579e-05
         732     2.61368     2.61471  3.5837e-05
         733     2.61373     2.61471 3.58134e-05
         734     2.61378     2.61471 3.57872e-05
         735     2.61383     2.61471 3.57587e-05
         736     2.61388     2.61471 3.57281e-05
         737     2.61392     2.61471 3.56956e-05
         738     2.61397     2.61471 3.56613e-05
         739     2.61401     2.61471 3.56254e-05
         740     2.61406     2.61471  3.5588e-05
         741     2.61411     2.61471 3.55492e-05
         742     2.61415      2.6147  3.5509e-05
         743      2.6142      2.6147 3.54677e-05
         744     2.61425      2.6147 3.54252e-05
         745      2.6143      2.6147 3.53819e-05
         746     2.61434      2.6147 3.53378e-05
         747     2.61438      2.6147 3.52932e-05
         748     2.61442      2.6147  3.5248e-05
         749     2.61447      2.6147 3.52023e-05
         750     2.61451      2.6147 3.51562e-05
         751     2.61456      2.6147 3.51099e-05
         752     2.61461      2.6147 3.50635e-05
         753     2.61465      2.6147 3.50169e-05
         754      2.6147      2.6147 3.49705e-05
         755     2.61475      2.6147 3.49242e-05
         756      2.6148      2.6147 3.48783e-05
         757     2.61485      2.6147 3.48328e-05
         758     2.61491      2.6147  3.4788e-05
         759     2.61497      2.6147  3.4744e-05
         760     2.61503      2.6147 3.47009e-05
         761     2.61509      2.6147 3.46591e-05
         762     2.61515      2.6147 3.46186e-05
         763     2.61522      2.6147 3.45798e-05
         764     2.61528      2.6147 3.45428e-05
         765     2.61535     2.61471  3.4508e-05
         766     2.61542     2.61471 3.44756e-05
         767     2.61549     2.61471  3.4446e-05
         768     2.61557     2.61471 3.44195e-05
         769     2.61565     2.61471 3.43965e-05
         770     2.61574     2.61471 3.43778e-05
         771     2.61582     2.61471 3.43636e-05
         772     2.61591     2.61471 3.43538e-05
         773     2.61599     2.61472 3.43492e-05
         774     2.61608     2.61472 3.43499e-05
         775     2.61617     2.61472 3.43568e-05
         776     2.61626     2.61472 3.43701e-05
         777     2.61636     2.61472 3.43906e-05
         778     2.61646     2.61473 3.44186e-05
         779     2.61656     2.61473 3.44546e-05
         780     2.61666     2.61473 3.44994e-05
         781     2.61676     2.61473 3.45527e-05
         782     2.61686     2.61474  3.4615e-05
         783     2.61695     2.61474 3.46865e-05
         784     2.61705     2.61474 3.47677e-05
         785     2.61715     2.61474 3.48582e-05
         786     2.61724     2.61475 3.49579e-05
         787     2.61733     2.61475 3.50672e-05
         788     2.61742     2.61475 3.51855e-05
         789      2.6175     2.61476 3.53124e-05
         790     2.61758     2.61476 3.54473e-05
         791     2.61765     2.61477 3.55895e-05
         792     2.61771     2.61477 3.57387e-05
         793     2.61778     2.61477 3.58944e-05
         794     2.61783     2.61478 3.60546e-05
         795     2.61787     2.61478 3.62183e-05
         796     2.61791     2.61478 3.63851e-05
         797     2.61793     2.61479 3.65532e-05
         798     2.61795     2.61479 3.67218e-05
         799     2.61796      2.6148 3.68893e-05
         800     2.61796      2.6148  3.7055e-05
         801     2.61795      2.6148 3.72171e-05
         802     2.61794     2.61481  3.7375e-05
         803     2.61791     2.61481 3.75271e-05
         804     2.61787     2.61482 3.76732e-05
         805     2.61783     2.61482 3.78123e-05
         806     2.61778     2.61482 3.79438e-05
         807     2.61773     2.61483 3.80674e-05
         808     2.61767     2.61483 3.81829e-05
         809     2.61761     2.61483 3.82896e-05
         810     2.61754     2.61484 3.83874e-05
         811     2.61746     2.61484 3.84761e-05
         812     2.61737     2.61484 3.85551e-05
         813     2.61728     2.61485 3.86244e-05
         814     2.61718     2.61485 3.86836e-05
         815     2.61707     2.61485 3.87322e-05
         816     2.61696     2.61485 3.87707e-05
         817     2.61684     2.61486 3.87991e-05
         818     2.61671     2.61486 3.88175e-05
         819     2.61657     2.61486 3.88261e-05
         820     2.61642     2.61486 3.88254e-05
         821     2.61626     2.61486 3.88155e-05
         822      2.6161     2.61487 3.87975e-05
         823     2.61593     2.61487  3.8772e-05
         824     2.61575     2.61487 3.87398e-05
         825     2.61558     2.61487 3.87024e-05
         826     2.61539     2.61487 3.86606e-05
         827      2.6152     2.61487 3.86159e-05
         828     2.61502     2.61487 3.85697e-05
         829     2.61483     2.61487 3.85232e-05
         830     2.61466     2.61487 3.84777e-05
         831      2.6145     2.61487  3.8434e-05
         832     2.61434     2.61487  3.8393e-05
         833     2.61421     2.61487 3.83552e-05
         834     2.61408     2.61487 3.83209e-05
         835     2.61397     2.61487 3.82901e-05
         836     2.61388     2.61487 3.82626e-05
         837      2.6138     2.61486 3.82382e-05
         838     2.61375     2.61486 3.82158e-05
         839     2.61371     2.61486  3.8195e-05
         840     2.61369     2.61486 3.81751e-05
         841     2.61368     2.61486 3.81554e-05
         842     2.61369     2.61486 3.81352e-05
         843     2.61372     2.61486 3.81138e-05
         844     2.61376     2.61485 3.80909e-05
         845     2.61381     2.61485 3.80661e-05
         846     2.61385     2.61485 3.80395e-05
         847     2.61391     2.61485 3.80109e-05
         848     2.61397     2.61485 3.79803e-05
         849     2.61403     2.61485 3.79478e-05
         850     2.61409     2.61485 3.79137e-05
         851     2.61415     2.61485 3.78781e-05
         852     2.61419     2.61485 3.78414e-05
         853     2.61423     2.61485 3.78039e-05
         854     2.61426     2.61485  3.7766e-05
         855     2.61428     2.61484 3.77276e-05
         856     2.61428     2.61484 3.76892e-05
         857     2.61427     2.61484 3.76513e-05
         858     2.61423     2.61484 3.76141e-05
         859     2.61419     2.61484  3.7578e-05
         860     2.61413     2.61484 3.75435e-05
         861     2.61406     2.61484 3.75109e-05
         862     2.61396     2.61484 3.74812e-05
         863     2.61386     2.61484  3.7455e-05
         864     2.61374     2.61484  3.7433e-05
         865     2.61362     2.61484 3.74163e-05
         866     2.61349     2.61483 3.74056e-05
         867     2.61336     2.61483 3.74013e-05
         868     2.61322     2.61483 3.74043e-05
         869     2.61308     2.61483 3.74153e-05
         870     2.61295     2.61483 3.74344e-05
         871     2.61283     2.61482 3.74616e-05
         872     2.61271     2.61482 3.74966e-05
         873     2.61261     2.61482 3.75391e-05
         874     2.61252     2.61482 3.75884e-05
         875     2.61243     2.61481 3.76439e-05
         876     2.61237     2.61481 3.77041e-05
         877     2.61232     2.61481 3.77679e-05
         878     2.61228      2.6148 3.78341e-05
         879     2.61226      2.6148 3.79016e-05
         880     2.61226      2.6148 3.79686e-05
         881     2.61226      2.6148 3.80345e-05
         882     2.61228     2.61479 3.80979e-05
         883     2.61232     2.61479 3.81579e-05
         884     2.61236     2.61479 3.82136e-05
         885     2.61241     2.61478 3.82646e-05
         886     2.61247     2.61478 3.83101e-05
         887     2.61254     2.61478 3.83501e-05
         888     2.61262     2.61478 3.83836e-05
         889     2.61271     2.61478 3.84111e-05
         890     2.61279     2.61477 3.84324e-05
         891     2.61288     2.61477 3.84478e-05
         892     2.61297     2.61477 3.84575e-05
         893     2.61307     2.61477 3.84615e-05
         894     2.61316     2.61476 3.84604e-05
         895     2.61325     2.61476 3.84545e-05
         896     2.61335     2.61476 3.84442e-05
         897     2.61343     2.61476 3.84297e-05
         898     2.61353     2.61476 3.84116e-05
         899     2.61361     2.61476 3.83901e-05
         900     2.61369     2.61476 3.83656e-05
         901     2.61377     2.61476 3.83385e-05
         902     2.61385     2.61475 3.83091e-05
         903     2.61393     2.61475 3.82776e-05
         904       2.614     2.61475 3.82444e-05
         905     2.61407     2.61475 3.82097e-05
         906     2.61413     2.61475 3.81737e-05
         907      2.6142     2.61475 3.81365e-05
         908     2.61425     2.61475 3.80985e-05
         909     2.61431     2.61475 3.80597e-05
         910     2.61436     2.61475 3.80203e-05
         911     2.61441     2.61475 3.79804e-05
         912     2.61446     2.61475   3.794e-05
         913     2.61451     2.61475 3.78994e-05
         914     2.61455     2.61475 3.78585e-05
         915      2.6146     2.61475 3.78175e-05
         916     2.61464     2.61475 3.77764e-05
         917     2.61467     2.61475 3.77353e-05
         918     2.61472     2.61475 3.76942e-05
         919     2.61476     2.61475 3.76532e-05
