#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
       35033     2.61408     2.61464 6.18247e-06
       35034     2.61391     2.61464 6.18233e-06
       35035     2.61376     2.61464  6.1822e-06
       35036     2.61362     2.61464 6.18209e-06
       35037     2.61349     2.61464 6.18201e-06
       35038     2.61337     2.61464 6.18194e-06
       35039     2.61327     2.61464 6.18189e-06
       35040     2.61318     2.61464 6.18185e-06
       35041      2.6131     2.61464 6.18183e-06
       35042     2.61303     2.61464 6.18183e-06
       35043     2.61299     2.61464 6.18183e-06
       35044     2.61296     2.61464 6.18184e-06
       35045     2.61294     2.61464 6.18186e-06
       35046     2.61294     2.61464 6.18187e-06
       35047     2.61294     2.61464 6.18189e-06
       35048     2.61296     2.61464  6.1819e-06
       35049     2.61299     2.61464  6.1819e-06
       35050     2.61302     2.61464  6.1819e-06
       35051     2.61307     2.61464 6.18188e-06
       35052     2.61311     2.61464 6.18186e-06
       35053     2.61317     2.61464 6.18183e-06
       35054     2.61323     2.61464 6.18178e-06
       35055      2.6133     2.61464 6.18173e-06
       35056     2.61337     2.61464 6.18166e-06
       35057     2.61343     2.61464 6.18158e-06
       35058      2.6135     2.61464 6.18149e-06
       35059     2.61357     2.61464 6.18138e-06
       35060     2.61364     2.61464 6.18127e-06
       35061     2.61371     2.61464 6.18116e-06
       35062     2.61378     2.61464 6.18103e-06
       35063     2.61385     2.61464 6.18089e-06
       35064     2.61391     2.61464 6.18075e-06
       35065     2.61398     2.61464 6.18061e-06
       35066     2.61404     2.61464 6.18045e-06
       35067      2.6141     2.61464  6.1803e-06
       35068     2.61415     2.61464 6.18014e-06
       35069     2.61421     2.61464 6.17997e-06
       35070     2.61425     2.61464 6.17981e-06
       35071      2.6143     2.61464 6.17964e-06
       35072     2.61434     2.61464 6.17947e-06
       35073     2.61438     2.61464  6.1793e-06
       35074     2.61441     2.61464 6.17912e-06
       35075     2.61445     2.61464 6.17895e-06
       35076     2.61448     2.61464 6.17878e-06
       35077     2.61451     2.61464  6.1786e-06
       35078     2.61453     2.61464 6.17843e-06
       35079     2.61455     2.61464 6.17825e-06
       35080     2.61457     2.61464 6.17807e-06
       35081     2.61458     2.61464  6.1779e-06
       35082      2.6146     2.61464 6.17772e-06
       35083      2.6146     2.61464 6.17755e-06
       35084     2.61461     2.61464 6.17737e-06
       35085     2.61462     2.61464 6.17719e-06
       35086     2.61462     2.61464 6.17702e-06
       35087     2.61463     2.61464 6.17684e-06
       35088     2.61463     2.61464 6.17667e-06
       35089     2.61463     2.61464 6.17649e-06
       35090     2.61463     2.61464 6.17631e-06
       35091     2.61463     2.61464 6.17614e-06
       35092     2.61462     2.61464 6.17596e-06
       35093     2.61461     2.61464 6.17579e-06
       35094     2.61461     2.61464 6.17561e-06
       35095      2.6146     2.61464 6.17543e-06
       35096     2.61458     2.61464 6.17526e-06
       35097     2.61458     2.61464 6.17508e-06
       35098     2.61457     2.61464 6.17491e-06
       35099     2.61456     2.61464 6.17473e-06
       35100     2.61456     2.61464 6.17456e-06
       35101     2.61456     2.61464 6.17438e-06
       35102     2.61455     2.61464 6.17421e-06
       35103     2.61455     2.61464 6.17403e-06
       35104     2.61454     2.61464 6.17386e-06
       35105     2.61454     2.61464 6.17368e-06
       35106     2.61453     2.61464  6.1735e-06
       35107     2.61453     2.61464 6.17333e-06
       35108     2.61454     2.61464 6.17315e-06
       35109     2.61454     2.61464 6.17298e-06
       35110     2.61455     2.61464  6.1728e-06
       35111     2.61456     2.61464 6.17263e-06
       35112     2.61457     2.61464 6.17245e-06
       35113     2.61458     2.61464 6.17228e-06
       35114      2.6146     2.61464  6.1721e-06
       35115     2.61462     2.61464 6.17193e-06
       35116     2.61464     2.61464 6.17175e-06
       35117     2.61466     2.61464 6.17158e-06
       35118     2.61468     2.61464  6.1714e-06
       35119     2.61471     2.61464 6.17122e-06
       35120     2.61475     2.61464 6.17105e-06
       35121     2.61478     2.61464 6.17087e-06
       35122     2.61482     2.61464  6.1707e-06
       35123     2.61487     2.61464 6.17053e-06
       35124     2.61492     2.61464 6.17036e-06
       35125     2.61497     2.61464 6.17019e-06
       35126     2.61502     2.61464 6.17002e-06
       35127     2.61508     2.61464 6.16986e-06
       35128     2.61515     2.61464  6.1697e-06
       35129     2.61521     2.61464 6.16955e-06
       35130     2.61528     2.61464  6.1694e-06
       35131     2.61536     2.61464 6.16926e-06
       35132     2.61544     2.61464 6.16912e-06
       35133     2.61552     2.61464   6.169e-06
       35134     2.61561     2.61464 6.16888e-06
       35135      2.6157     2.61464 6.16878e-06
       35136      2.6158     2.61464 6.16869e-06
       35137      2.6159     2.61464 6.16862e-06
       35138     2.61601     2.61464 6.16857e-06
       35139     2.61612     2.61464 6.16854e-06
       35140     2.61623     2.61464 6.16853e-06
       35141     2.61635     2.61464 6.16854e-06
       35142     2.61646     2.61464 6.16858e-06
       35143     2.61657     2.61464 6.16865e-06
       35144     2.61669     2.61464 6.16875e-06
       35145      2.6168     2.61464 6.16888e-06
       35146     2.61691     2.61464 6.16904e-06
       35147     2.61701     2.61464 6.16923e-06
       35148      2.6171     2.61464 6.16945e-06
       35149     2.61719     2.61464  6.1697e-06
       35150     2.61725     2.61464 6.16997e-06
       35151      2.6173     2.61464 6.17026e-06
       35152     2.61733     2.61464 6.17056e-06
       35153     2.61734     2.61464 6.17086e-06
       35154     2.61732     2.61464 6.17115e-06
       35155     2.61726     2.61464 6.17142e-06
       35156     2.61717     2.61464 6.17167e-06
       35157     2.61705     2.61464 6.17187e-06
       35158      2.6169     2.61464 6.17203e-06
       35159      2.6167     2.61464 6.17213e-06
       35160     2.61647     2.61464 6.17217e-06
       35161      2.6162     2.61464 6.17215e-06
       35162      2.6159     2.61464 6.17208e-06
       35163     2.61557     2.61464 6.17196e-06
       35164     2.61522     2.61464 6.17181e-06
       35165     2.61485     2.61464 6.17164e-06
       35166     2.61447     2.61464 6.17146e-06
       35167      2.6141     2.61464 6.17131e-06
       35168     2.61372     2.61464 6.17119e-06
       35169     2.61336     2.61464 6.17112e-06
       35170     2.61302     2.61464 6.17112e-06
       35171     2.61271     2.61464 6.17119e-06
       35172     2.61244     2.61464 6.17133e-06
       35173      2.6122     2.61464 6.17155e-06
       35174       2.612     2.61464 6.17183e-06
       35175     2.61185     2.61464 6.17217e-06
       35176     2.61174     2.61464 6.17254e-06
       35177     2.61167     2.61464 6.17295e-06
       35178     2.61165     2.61464 6.17336e-06
       35179     2.61166     2.61464 6.17377e-06
       35180      2.6117     2.61464 6.17416e-06
       35181     2.61179     2.61464 6.17452e-06
       35182     2.61189     2.61464 6.17484e-06
       35183     2.61203     2.61464 6.17511e-06
       35184     2.61218     2.61464 6.17533e-06
       35185     2.61236     2.61464  6.1755e-06
       35186     2.61255     2.61464 6.17561e-06
       35187     2.61274     2.61464 6.17567e-06
       35188     2.61293     2.61464 6.17569e-06
       35189     2.61313     2.61464 6.17566e-06
       35190     2.61332     2.61464  6.1756e-06
       35191     2.61352     2.61464 6.17551e-06
       35192      2.6137     2.61464 6.17539e-06
       35193     2.61389     2.61464 6.17525e-06
       35194     2.61407     2.61464  6.1751e-06
       35195     2.61424     2.61464 6.17493e-06
       35196      2.6144     2.61464 6.17476e-06
       35197     2.61454     2.61464 6.17459e-06
       35198     2.61468     2.61464 6.17441e-06
       35199     2.61481     2.61464 6.17424e-06
       35200     2.61493     2.61464 6.17407e-06
       35201     2.61505     2.61464  6.1739e-06
       35202     2.61514     2.61464 6.17374e-06
       35203     2.61524     2.61464 6.17359e-06
       35204     2.61532     2.61464 6.17345e-06
       35205      2.6154     2.61464 6.17331e-06
       35206     2.61546     2.61464 6.17318e-06
       35207     2.61552     2.61464 6.17305e-06
       35208     2.61557     2.61464 6.17293e-06
       35209     2.61561     2.61464 6.17282e-06
       35210     2.61565     2.61464 6.17271e-06
       35211     2.61568     2.61464  6.1726e-06
       35212     2.61571     2.61464  6.1725e-06
       35213     2.61573     2.61464 6.17241e-06
       35214     2.61575     2.61464 6.17231e-06
       35215     2.61576     2.61464 6.17222e-06
       35216     2.61578     2.61464 6.17212e-06
       35217     2.61578     2.61464 6.17203e-06
       35218     2.61579     2.61464 6.17194e-06
       35219     2.61579     2.61464 6.17186e-06
       35220     2.61579     2.61464 6.17177e-06
       35221     2.61579     2.61464 6.17168e-06
       35222     2.61579     2.61464 6.17159e-06
       35223     2.61578     2.61464  6.1715e-06
       35224     2.61577     2.61464 6.17141e-06
       35225     2.61576     2.61464 6.17131e-06
       35226     2.61575     2.61464 6.17122e-06
       35227     2.61573     2.61464 6.17112e-06
       35228     2.61572     2.61464 6.17102e-06
       35229     2.61569     2.61464 6.17092e-06
       35230     2.61566     2.61464 6.17081e-06
       35231     2.61564     2.61464  6.1707e-06
       35232     2.61561     2.61464 6.17058e-06
       35233     2.61557     2.61464 6.17046e-06
       35234     2.61554     2.61464 6.17034e-06
       35235      2.6155     2.61464 6.17021e-06
       35236     2.61545     2.61464 6.17008e-06
       35237      2.6154     2.61464 6.16994e-06
       35238     2.61535     2.61464  6.1698e-06
       35239     2.61529     2.61464 6.16965e-06
       35240     2.61522     2.61464  6.1695e-06
       35241     2.61515     2.61464 6.16934e-06
       35242     2.61508     2.61464 6.16918e-06
       35243     2.61501     2.61464 6.16901e-06
       35244     2.61493     2.61464 6.16884e-06
       35245     2.61485     2.61464 6.16867e-06
       35246     2.61477     2.61464  6.1685e-06
       35247     2.61468     2.61464 6.16832e-06
       35248     2.61459     2.61464 6.16815e-06
       35249     2.61449     2.61464 6.16797e-06
       35250      2.6144     2.61464  6.1678e-06
       35251     2.61431     2.61464 6.16763e-06
       35252     2.61421     2.61464 6.16747e-06
       35253     2.61412     2.61464 6.16732e-06
       35254     2.61402     2.61464 6.16717e-06
       35255     2.61392     2.61464 6.16702e-06
       35256     2.61383     2.61464 6.16689e-06
       35257     2.61374     2.61464 6.16677e-06
       35258     2.61365     2.61464 6.16666e-06
       35259     2.61356     2.61464 6.16656e-06
       35260     2.61348     2.61464 6.16648e-06
       35261      2.6134     2.61464  6.1664e-06
       35262     2.61333     2.61464 6.16634e-06
       35263     2.61325     2.61464 6.16629e-06
       35264     2.61319     2.61464 6.16626e-06
       35265     2.61312     2.61464 6.16623e-06
       35266     2.61306     2.61464 6.16622e-06
       35267     2.61301     2.61464 6.16622e-06
       35268     2.61296     2.61464 6.16623e-06
       35269     2.61292     2.61464 6.16625e-06
       35270     2.61288     2.61464 6.16628e-06
       35271     2.61285     2.61464 6.16631e-06
       35272     2.61283     2.61464 6.16635e-06
       35273     2.61281     2.61464  6.1664e-06
       35274     2.61279     2.61464 6.16645e-06
       35275     2.61278     2.61464  6.1665e-06
       35276     2.61277     2.61464 6.16655e-06
       35277     2.61277     2.61464 6.16661e-06
       35278     2.61277     2.61464 6.16666e-06
       35279     2.61279     2.61464 6.16671e-06
       35280     2.61281     2.61464 6.16675e-06
       35281     2.61283     2.61464 6.16679e-06
       35282     2.61286     2.61464 6.16682e-06
       35283     2.61289     2.61464 6.16685e-06
       35284     2.61292     2.61464 6.16687e-06
       35285     2.61296     2.61464 6.16688e-06
       35286       2.613     2.61464 6.16688e-06
       35287     2.61305     2.61464 6.16687e-06
       35288     2.61309     2.61464 6.16685e-06
       35289     2.61315     2.61464 6.16682e-06
       35290      2.6132     2.61464 6.16679e-06
       35291     2.61325     2.61464 6.16674e-06
       35292     2.61331     2.61464 6.16668e-06
       35293     2.61337     2.61464 6.16661e-06
       35294     2.61343     2.61464 6.16653e-06
       35295     2.61349     2.61464 6.16644e-06
       35296     2.61355     2.61464 6.16635e-06
       35297     2.61362     2.61464 6.16624e-06
       35298     2.61368     2.61464 6.16613e-06
       35299     2.61375     2.61464   6.166e-06
       35300     2.61382     2.61464 6.16587e-06
       35301     2.61388     2.61464 6.16573e-06
       35302     2.61395     2.61464 6.16559e-06
       35303     2.61402     2.61464 6.16544e-06
       35304     2.61409     2.61464 6.16529e-06
       35305     2.61416     2.61464 6.16513e-06
       35306     2.61424     2.61464 6.16496e-06
       35307     2.61431     2.61464  6.1648e-06
       35308     2.61439     2.61464 6.16463e-06
       35309     2.61446     2.61464 6.16445e-06
       35310     2.61454     2.61464 6.16428e-06
       35311     2.61461     2.61464  6.1641e-06
       35312     2.61469     2.61464 6.16393e-06
       35313     2.61477     2.61464 6.16376e-06
       35314     2.61484     2.61464 6.16358e-06
       35315     2.61492     2.61464 6.16342e-06
       35316     2.61501     2.61464 6.16325e-06
       35317     2.61509     2.61464 6.16309e-06
       35318     2.61516     2.61464 6.16293e-06
       35319     2.61524     2.61464 6.16278e-06
       35320     2.61532     2.61464 6.16263e-06
       35321      2.6154     2.61464  6.1625e-06
       35322     2.61549     2.61464 6.16237e-06
       35323     2.61557     2.61464 6.16225e-06
       35324     2.61565     2.61464 6.16214e-06
       35325     2.61573     2.61464 6.16204e-06
       35326     2.61581     2.61464 6.16196e-06
       35327     2.61589     2.61464 6.16189e-06
       35328     2.61597     2.61464 6.16183e-06
       35329     2.61606     2.61464 6.16178e-06
       35330     2.61615     2.61464 6.16176e-06
       35331     2.61624     2.61464 6.16175e-06
       35332     2.61632     2.61464 6.16176e-06
       35333     2.61641     2.61464 6.16178e-06
       35334     2.61649     2.61464 6.16183e-06
       35335     2.61659     2.61464  6.1619e-06
       35336     2.61668     2.61464   6.162e-06
       35337     2.61676     2.61464 6.16211e-06
       35338     2.61685     2.61464 6.16226e-06
       35339     2.61695     2.61464 6.16243e-06
       35340     2.61704     2.61464 6.16262e-06
       35341     2.61712     2.61464 6.16285e-06
       35342     2.61722     2.61464 6.16311e-06
       35343     2.61732     2.61464  6.1634e-06
       35344     2.61741     2.61464 6.16372e-06
       35345      2.6175     2.61464 6.16407e-06
       35346     2.61759     2.61464 6.16446e-06
       35347     2.61768     2.61464 6.16489e-06
       35348     2.61777     2.61464 6.16535e-06
       35349     2.61785     2.61464 6.16584e-06
       35350     2.61792     2.61464 6.16636e-06
       35351       2.618     2.61464 6.16692e-06
       35352     2.61807     2.61464  6.1675e-06
       35353     2.61812     2.61464 6.16811e-06
       35354     2.61816     2.61464 6.16874e-06
       35355     2.61818     2.61464 6.16937e-06
       35356     2.61819     2.61464 6.17001e-06
       35357     2.61818     2.61464 6.17065e-06
       35358     2.61814     2.61464 6.17127e-06
       35359     2.61809     2.61464 6.17186e-06
       35360       2.618     2.61465 6.17242e-06
       35361     2.61788     2.61465 6.17292e-06
       35362     2.61774     2.61465 6.17337e-06
       35363     2.61756     2.61465 6.17374e-06
       35364     2.61735     2.61465 6.17404e-06
       35365     2.61712     2.61465 6.17426e-06
       35366     2.61686     2.61465 6.17441e-06
       35367     2.61657     2.61465 6.17447e-06
       35368     2.61625     2.61465 6.17446e-06
       35369     2.61592     2.61465 6.17439e-06
       35370     2.61558     2.61465 6.17428e-06
       35371     2.61523     2.61465 6.17412e-06
       35372     2.61488     2.61465 6.17395e-06
       35373     2.61453     2.61465 6.17378e-06
       35374     2.61418     2.61465 6.17362e-06
       35375     2.61385     2.61465 6.17348e-06
       35376     2.61354     2.61465 6.17339e-06
       35377     2.61324     2.61465 6.17334e-06
       35378     2.61297     2.61465 6.17335e-06
       35379     2.61272     2.61465 6.17342e-06
       35380     2.61251     2.61465 6.17354e-06
       35381     2.61231     2.61465 6.17371e-06
       35382     2.61214     2.61465 6.17394e-06
       35383     2.61201     2.61465 6.17422e-06
       35384     2.61189     2.61465 6.17454e-06
       35385      2.6118     2.61465 6.17489e-06
       35386     2.61173     2.61464 6.17526e-06
       35387     2.61169     2.61464 6.17565e-06
       35388     2.61166     2.61464 6.17605e-06
       35389     2.61165     2.61464 6.17645e-06
       35390     2.61165     2.61464 6.17686e-06
       35391     2.61167     2.61464 6.17726e-06
       35392     2.61169     2.61464 6.17764e-06
       35393     2.61173     2.61464 6.17802e-06
       35394     2.61178     2.61464 6.17837e-06
       35395     2.61183     2.61464 6.17871e-06
       35396     2.61189     2.61464 6.17902e-06
       35397     2.61196     2.61464 6.17932e-06
       35398     2.61204     2.61464 6.17958e-06
       35399     2.61211     2.61464 6.17982e-06
       35400     2.61219     2.61464 6.18004e-06
       35401     2.61227     2.61464 6.18022e-06
       35402     2.61236     2.61464 6.18039e-06
       35403     2.61245     2.61464 6.18052e-06
       35404     2.61254     2.61464 6.18064e-06
       35405     2.61263     2.61464 6.18072e-06
       35406     2.61272     2.61464 6.18079e-06
       35407     2.61282     2.61464 6.18083e-06
       35408     2.61291     2.61464 6.18084e-06
       35409     2.61301     2.61464 6.18084e-06
       35410      2.6131     2.61464 6.18082e-06
       35411     2.61319     2.61464 6.18078e-06
       35412     2.61328     2.61464 6.18073e-06
       35413     2.61337     2.61464 6.18066e-06
       35414     2.61346     2.61464 6.18057e-06
       35415     2.61355     2.61464 6.18048e-06
       35416     2.61364     2.61464 6.18037e-06
       35417     2.61372     2.61464 6.18025e-06
       35418     2.61379     2.61464 6.18012e-06
       35419     2.61387     2.61464 6.17998e-06
       35420     2.61394     2.61464 6.17984e-06
       35421     2.61401     2.61464 6.17969e-06
       35422     2.61409     2.61464 6.17954e-06
       35423     2.61416     2.61464 6.17938e-06
       35424     2.61421     2.61464 6.17921e-06
       35425     2.61427     2.61464 6.17905e-06
       35426     2.61433     2.61464 6.17888e-06
       35427     2.61439     2.61464 6.17871e-06
       35428     2.61444     2.61464 6.17854e-06
       35429     2.61449     2.61464 6.17837e-06
       35430     2.61454     2.61464 6.17819e-06
       35431     2.61458     2.61464 6.17802e-06
       35432     2.61462     2.61464 6.17784e-06
       35433     2.61467     2.61464 6.17767e-06
       35434     2.61471     2.61464  6.1775e-06
       35435     2.61474     2.61464 6.17732e-06
       35436     2.61477     2.61464 6.17715e-06
       35437      2.6148     2.61464 6.17698e-06
       35438     2.61483     2.61464  6.1768e-06
       35439     2.61486     2.61464 6.17663e-06
       35440     2.61489     2.61464 6.17646e-06
       35441     2.61492     2.61464 6.17629e-06
       35442     2.61495     2.61464 6.17612e-06
       35443     2.61497     2.61464 6.17596e-06
       35444       2.615     2.61464 6.17579e-06
       35445     2.61502     2.61464 6.17563e-06
       35446     2.61504     2.61464 6.17546e-06
       35447     2.61506     2.61464  6.1753e-06
       35448     2.61508     2.61464 6.17514e-06
       35449      2.6151     2.61464 6.17498e-06
       35450     2.61511     2.61464 6.17482e-06
       35451     2.61514     2.61464 6.17466e-06
       35452     2.61515     2.61464  6.1745e-06
       35453     2.61518     2.61464 6.17435e-06
       35454      2.6152     2.61464 6.17419e-06
       35455     2.61522     2.61464 6.17404e-06
       35456     2.61524     2.61464 6.17389e-06
       35457     2.61526     2.61464 6.17374e-06
       35458     2.61528     2.61464 6.17359e-06
       35459      2.6153     2.61464 6.17344e-06
       35460     2.61532     2.61464  6.1733e-06
       35461     2.61534     2.61464 6.17315e-06
       35462     2.61536     2.61464 6.17301e-06
       35463     2.61539     2.61464 6.17288e-06
       35464     2.61541     2.61464 6.17274e-06
       35465     2.61544     2.61464 6.17261e-06
       35466     2.61546     2.61464 6.17248e-06
       35467     2.61548     2.61464 6.17235e-06
       35468      2.6155     2.61464 6.17222e-06
       35469     2.61552     2.61464  6.1721e-06
       35470     2.61555     2.61464 6.17198e-06
       35471     2.61557     2.61464 6.17186e-06
       35472     2.61559     2.61464 6.17174e-06
       35473     2.61561     2.61464 6.17162e-06
       35474     2.61562     2.61464 6.17151e-06
       35475     2.61564     2.61464  6.1714e-06
       35476     2.61565     2.61464 6.17129e-06
       35477     2.61567     2.61464 6.17119e-06
       35478     2.61568     2.61464 6.17108e-06
       35479     2.61568     2.61464 6.17098e-06
       35480     2.61568     2.61464 6.17087e-06
       35481     2.61567     2.61464 6.17077e-06
       35482     2.61566     2.61464 6.17066e-06
       35483     2.61565     2.61464 6.17055e-06
       35484     2.61563     2.61464 6.17044e-06
       35485     2.61561     2.61464 6.17032e-06
       35486     2.61557     2.61464 6.17021e-06
       35487     2.61553     2.61464 6.17008e-06
       35488      2.6155     2.61464 6.16996e-06
       35489     2.61545     2.61464 6.16982e-06
       35490      2.6154     2.61464 6.16969e-06
       35491     2.61534     2.61464 6.16955e-06
       35492     2.61528     2.61464  6.1694e-06
       35493      2.6152     2.61464 6.16924e-06
       35494     2.61512     2.61464 6.16908e-06
       35495     2.61504     2.61464 6.16892e-06
       35496     2.61495     2.61464 6.16875e-06
       35497     2.61486     2.61464 6.16858e-06
       35498     2.61478     2.61464 6.16841e-06
       35499     2.61468     2.61464 6.16824e-06
       35500     2.61459     2.61464 6.16806e-06
       35501     2.61449     2.61464 6.16789e-06
       35502      2.6144     2.61464 6.16772e-06
       35503     2.61431     2.61464 6.16755e-06
       35504     2.61422     2.61464 6.16739e-06
       35505     2.61414     2.61464 6.16723e-06
       35506     2.61406     2.61464 6.16708e-06
       35507     2.61398     2.61464 6.16694e-06
       35508     2.61391     2.61464  6.1668e-06
       35509     2.61384     2.61464 6.16667e-06
       35510     2.61378     2.61464 6.16654e-06
       35511     2.61373     2.61464 6.16642e-06
       35512     2.61368     2.61464 6.16631e-06
       35513     2.61365     2.61464  6.1662e-06
       35514     2.61361     2.61464 6.16609e-06
       35515     2.61359     2.61464 6.16599e-06
       35516     2.61357     2.61464 6.16589e-06
       35517     2.61356     2.61464 6.16579e-06
       35518     2.61356     2.61464 6.16569e-06
       35519     2.61356     2.61464 6.16559e-06
       35520     2.61356     2.61464  6.1655e-06
       35521     2.61358     2.61464 6.16539e-06
       35522     2.61359     2.61464 6.16529e-06
       35523     2.61361     2.61464 6.16519e-06
       35524     2.61363     2.61464 6.16508e-06
       35525     2.61365     2.61464 6.16497e-06
       35526     2.61367     2.61464 6.16486e-06
       35527     2.61371     2.61464 6.16474e-06
       35528     2.61374     2.61464 6.16462e-06
       35529     2.61377     2.61464  6.1645e-06
       35530      2.6138     2.61464 6.16437e-06
       35531     2.61382     2.61464 6.16424e-06
       35532     2.61386     2.61464  6.1641e-06
       35533     2.61389     2.61464 6.16397e-06
       35534     2.61392     2.61464 6.16383e-06
       35535     2.61396     2.61464 6.16368e-06
       35536     2.61399     2.61464 6.16354e-06
       35537     2.61402     2.61464 6.16339e-06
       35538     2.61405     2.61464 6.16324e-06
       35539     2.61407     2.61464 6.16309e-06
       35540      2.6141     2.61464 6.16293e-06
       35541     2.61413     2.61464 6.16277e-06
       35542     2.61416     2.61464 6.16262e-06
       35543     2.61419     2.61464 6.16246e-06
       35544     2.61421     2.61464 6.16229e-06
       35545     2.61424     2.61464 6.16213e-06
       35546     2.61426     2.61464 6.16197e-06
       35547     2.61428     2.61464  6.1618e-06
       35548      2.6143     2.61464 6.16164e-06
       35549     2.61431     2.61464 6.16147e-06
       35550     2.61432     2.61464  6.1613e-06
       35551     2.61434     2.61464 6.16114e-06
       35552     2.61435     2.61464 6.16097e-06
       35553     2.61437     2.61464  6.1608e-06
       35554     2.61438     2.61464 6.16063e-06
       35555     2.61438     2.61464 6.16046e-06
       35556     2.61439     2.61464 6.16029e-06
       35557      2.6144     2.61464 6.16012e-06
       35558     2.61441     2.61464 6.15995e-06
       35559     2.61442     2.61464 6.15978e-06
       35560     2.61442     2.61464 6.15961e-06
       35561     2.61443     2.61464 6.15944e-06
       35562     2.61443     2.61464 6.15927e-06
       35563     2.61443     2.61464  6.1591e-06
       35564     2.61443     2.61464 6.15893e-06
       35565     2.61442     2.61464 6.15876e-06
       35566     2.61443     2.61464 6.15859e-06
       35567     2.61442     2.61464 6.15842e-06
       35568     2.61442     2.61464 6.15825e-06
       35569     2.61441     2.61464 6.15808e-06
       35570      2.6144     2.61464 6.15791e-06
       35571      2.6144     2.61464 6.15774e-06
       35572     2.61439     2.61464 6.15758e-06
       35573     2.61438     2.61464 6.15741e-06
       35574     2.61437     2.61464 6.15724e-06
       35575     2.61435     2.61464 6.15707e-06
       35576     2.61434     2.61464  6.1569e-06
       35577     2.61433     2.61464 6.15674e-06
       35578     2.61431     2.61464 6.15657e-06
       35579      2.6143     2.61464 6.15641e-06
       35580     2.61428     2.61464 6.15624e-06
       35581     2.61427     2.61464 6.15608e-06
       35582     2.61425     2.61464 6.15591e-06
       35583     2.61423     2.61464 6.15575e-06
       35584      2.6142     2.61464 6.15559e-06
       35585     2.61419     2.61464 6.15543e-06
       35586     2.61417     2.61464 6.15527e-06
       35587     2.61415     2.61464 6.15512e-06
       35588     2.61413     2.61464 6.15496e-06
       35589     2.61411     2.61464 6.15481e-06
       35590     2.61409     2.61464 6.15465e-06
       35591     2.61408     2.61464  6.1545e-06
       35592     2.61406     2.61464 6.15435e-06
       35593     2.61405     2.61464  6.1542e-06
       35594     2.61404     2.61464 6.15405e-06
       35595     2.61404     2.61464  6.1539e-06
       35596     2.61402     2.61464 6.15375e-06
       35597     2.61402     2.61464  6.1536e-06
       35598     2.61401     2.61464 6.15346e-06
       35599     2.61401     2.61464 6.15331e-06
       35600     2.61401     2.61464 6.15316e-06
       35601     2.61401     2.61464 6.15301e-06
       35602     2.61402     2.61464 6.15287e-06
       35603     2.61402     2.61464 6.15272e-06
       35604     2.61403     2.61464 6.15257e-06
       35605     2.61404     2.61464 6.15242e-06
       35606     2.61406     2.61464 6.15227e-06
       35607     2.61407     2.61464 6.15212e-06
       35608      2.6141     2.61464 6.15196e-06
       35609     2.61413     2.61464 6.15181e-06
       35610     2.61416     2.61464 6.15165e-06
       35611     2.61419     2.61464 6.15149e-06
       35612     2.61423     2.61464 6.15133e-06
       35613     2.61427     2.61464 6.15116e-06
       35614     2.61431     2.61464   6.151e-06
       35615     2.61436     2.61464 6.15083e-06
       35616     2.61441     2.61464 6.15066e-06
       35617     2.61446     2.61464 6.15049e-06
       35618     2.61452     2.61464 6.15032e-06
       35619     2.61458     2.61464 6.15015e-06
       35620     2.61465     2.61464 6.14997e-06
       35621     2.61473     2.61464  6.1498e-06
       35622     2.61479     2.61464 6.14963e-06
       35623     2.61486     2.61464 6.14946e-06
       35624     2.61493     2.61464 6.14929e-06
       35625     2.61501     2.61464 6.14913e-06
       35626     2.61508     2.61464 6.14897e-06
       35627     2.61516     2.61464 6.14881e-06
       35628     2.61523     2.61464 6.14866e-06
       35629      2.6153     2.61464 6.14852e-06
       35630     2.61538     2.61464 6.14838e-06
       35631     2.61545     2.61464 6.14825e-06
       35632     2.61552     2.61464 6.14813e-06
       35633     2.61558     2.61464 6.14801e-06
       35634     2.61564     2.61464  6.1479e-06
       35635      2.6157     2.61464  6.1478e-06
       35636     2.61575     2.61464 6.14771e-06
       35637     2.61579     2.61464 6.14762e-06
       35638     2.61581     2.61464 6.14753e-06
       35639     2.61584     2.61464 6.14745e-06
       35640     2.61585     2.61464 6.14737e-06
       35641     2.61586     2.61464 6.14729e-06
       35642     2.61585     2.61464 6.14721e-06
       35643     2.61583     2.61464 6.14713e-06
       35644      2.6158     2.61464 6.14705e-06
       35645     2.61576     2.61464 6.14695e-06
       35646     2.61572     2.61464 6.14686e-06
       35647     2.61565     2.61464 6.14675e-06
       35648     2.61558     2.61464 6.14663e-06
       35649     2.61551     2.61464 6.14651e-06
       35650     2.61542     2.61464 6.14637e-06
       35651     2.61533     2.61464 6.14623e-06
       35652     2.61522     2.61464 6.14608e-06
       35653     2.61512     2.61464 6.14592e-06
       35654     2.61502     2.61464 6.14576e-06
       35655     2.61492     2.61464 6.14559e-06
       35656     2.61482     2.61464 6.14542e-06
       35657     2.61472     2.61464 6.14525e-06
       35658     2.61462     2.61464 6.14508e-06
       35659     2.61453     2.61464 6.14491e-06
       35660     2.61445     2.61464 6.14474e-06
       35661     2.61438     2.61464 6.14457e-06
       35662     2.61432     2.61464  6.1444e-06
       35663     2.61427     2.61464 6.14424e-06
       35664     2.61423     2.61464 6.14408e-06
       35665     2.61419     2.61464 6.14392e-06
       35666     2.61417     2.61464 6.14376e-06
       35667     2.61415     2.61464  6.1436e-06
