#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
       35043     2.91202     2.94701 0.000244445
       35044     2.91372     2.94701  0.00024444
       35045     2.91545     2.94701 0.000244434
       35046      2.9172     2.94701 0.000244429
       35047     2.91895     2.94701 0.000244423
       35048      2.9207     2.94701 0.000244418
       35049     2.92243     2.94701 0.000244412
       35050     2.92413     2.94701 0.000244405
       35051      2.9258     2.94701 0.000244399
       35052     2.92742     2.94701 0.000244393
       35053     2.92899       2.947 0.000244386
       35054     2.93051       2.947  0.00024438
       35055     2.93196       2.947 0.000244373
       35056     2.93335       2.947 0.000244367
       35057     2.93468       2.947  0.00024436
       35058     2.93593       2.947 0.000244353
       35059     2.93712       2.947 0.000244346
       35060     2.93823       2.947  0.00024434
       35061     2.93927       2.947 0.000244333
       35062     2.94024       2.947 0.000244326
       35063     2.94115       2.947 0.000244319
       35064     2.94198       2.947 0.000244312
       35065     2.94275       2.947 0.000244305
       35066     2.94346       2.947 0.000244298
       35067     2.94411       2.947 0.000244291
       35068      2.9447       2.947 0.000244284
       35069     2.94523       2.947 0.000244277
       35070     2.94571       2.947  0.00024427
       35071     2.94615       2.947 0.000244263
       35072     2.94653       2.947 0.000244256
       35073     2.94688       2.947 0.000244249
       35074     2.94719       2.947 0.000244242
       35075     2.94746       2.947 0.000244235
       35076      2.9477       2.947 0.000244228
       35077      2.9479       2.947 0.000244221
       35078     2.94809       2.947 0.000244215
       35079     2.94825       2.947 0.000244208
       35080     2.94838       2.947 0.000244201
       35081      2.9485       2.947 0.000244194
       35082     2.94861       2.947 0.000244187
       35083      2.9487       2.947  0.00024418
       35084     2.94879       2.947 0.000244173
       35085     2.94886       2.947 0.000244166
       35086     2.94893       2.947 0.000244159
       35087       2.949       2.947 0.000244152
       35088     2.94906       2.947 0.000244145
       35089     2.94913       2.947 0.000244138
       35090     2.94919       2.947 0.000244131
       35091     2.94926       2.947 0.000244124
       35092     2.94933       2.947 0.000244117
       35093     2.94941       2.947  0.00024411
       35094      2.9495       2.947 0.000244103
       35095     2.94959       2.947 0.000244096
       35096     2.94968       2.947 0.000244089
       35097     2.94979       2.947 0.000244082
       35098      2.9499       2.947 0.000244076
       35099     2.95002       2.947 0.000244069
       35100     2.95014       2.947 0.000244062
       35101     2.95027       2.947 0.000244055
       35102     2.95041       2.947 0.000244048
       35103     2.95055       2.947 0.000244041
       35104      2.9507       2.947 0.000244034
       35105     2.95085       2.947 0.000244027
       35106     2.95101       2.947  0.00024402
       35107     2.95116       2.947 0.000244013
       35108     2.95131       2.947 0.000244006
       35109     2.95146       2.947 0.000243999
       35110     2.95161       2.947 0.000243992
       35111     2.95174       2.947 0.000243985
       35112     2.95187       2.947 0.000243979
       35113     2.95199       2.947 0.000243972
       35114     2.95209       2.947 0.000243965
       35115     2.95218       2.947 0.000243958
       35116     2.95225       2.947 0.000243951
       35117      2.9523       2.947 0.000243944
       35118     2.95232       2.947 0.000243937
       35119     2.95232       2.947  0.00024393
       35120     2.95228       2.947 0.000243923
       35121     2.95221       2.947 0.000243916
       35122      2.9521     2.94701  0.00024391
       35123     2.95195     2.94701 0.000243903
       35124     2.95175     2.94701 0.000243896
       35125     2.95151     2.94701 0.000243889
       35126     2.95122     2.94701 0.000243882
       35127     2.95086     2.94701 0.000243875
       35128     2.95045     2.94701 0.000243868
       35129     2.94998     2.94701 0.000243861
       35130     2.94943     2.94701 0.000243854
       35131     2.94881     2.94701 0.000243847
       35132     2.94812     2.94701  0.00024384
       35133     2.94734     2.94701 0.000243833
       35134     2.94648     2.94701 0.000243826
       35135     2.94553     2.94701  0.00024382
       35136     2.94448     2.94701 0.000243813
       35137     2.94334     2.94701 0.000243806
       35138     2.94209     2.94701 0.000243799
       35139     2.94074     2.94701 0.000243792
       35140     2.93927     2.94701 0.000243785
       35141      2.9377     2.94701 0.000243778
       35142       2.936       2.947 0.000243772
       35143     2.93419       2.947 0.000243765
       35144     2.93227       2.947 0.000243758
       35145     2.93023       2.947 0.000243752
       35146     2.92807       2.947 0.000243745
       35147     2.92581       2.947 0.000243739
       35148     2.92344       2.947 0.000243733
       35149     2.92099       2.947 0.000243727
       35150     2.91844       2.947 0.000243722
       35151     2.91583       2.947 0.000243717
       35152     2.91318       2.947 0.000243712
       35153     2.91049       2.947 0.000243707
       35154      2.9078       2.947 0.000243702
       35155     2.90513     2.94699 0.000243698
       35156     2.90252     2.94699 0.000243695
       35157     2.89999     2.94699 0.000243692
       35158     2.89759     2.94699 0.000243689
       35159     2.89535     2.94699 0.000243686
       35160     2.89331     2.94699 0.000243684
       35161     2.89151     2.94699 0.000243682
       35162     2.88998     2.94698 0.000243681
       35163     2.88875     2.94698 0.000243679
       35164     2.88785     2.94698 0.000243678
       35165      2.8873     2.94698 0.000243677
       35166     2.88713     2.94698 0.000243676
       35167     2.88733     2.94698 0.000243675
       35168     2.88791     2.94697 0.000243674
       35169     2.88887     2.94697 0.000243673
       35170     2.89019     2.94697 0.000243671
       35171     2.89184     2.94697 0.000243669
       35172     2.89381     2.94697 0.000243667
       35173     2.89604     2.94697 0.000243664
       35174     2.89852     2.94697 0.000243661
       35175     2.90119     2.94696 0.000243658
       35176     2.90401     2.94696 0.000243654
       35177     2.90693     2.94696  0.00024365
       35178     2.90993     2.94696 0.000243645
       35179     2.91294     2.94696  0.00024364
       35180     2.91594     2.94696 0.000243635
       35181     2.91888     2.94696 0.000243629
       35182     2.92174     2.94696 0.000243623
       35183     2.92449     2.94696 0.000243617
       35184      2.9271     2.94696 0.000243611
       35185     2.92956     2.94696 0.000243604
       35186     2.93185     2.94696 0.000243598
       35187     2.93395     2.94695 0.000243591
       35188     2.93586     2.94695 0.000243585
       35189     2.93757     2.94695 0.000243578
       35190     2.93909     2.94695 0.000243571
       35191     2.94041     2.94695 0.000243564
       35192     2.94153     2.94695 0.000243557
       35193     2.94247     2.94695  0.00024355
       35194     2.94322     2.94695 0.000243543
       35195     2.94379     2.94695 0.000243537
       35196      2.9442     2.94695  0.00024353
       35197     2.94445     2.94695 0.000243523
       35198     2.94455     2.94695 0.000243516
       35199      2.9445     2.94695 0.000243509
       35200     2.94433     2.94695 0.000243502
       35201     2.94404     2.94695 0.000243495
       35202     2.94364     2.94695 0.000243488
       35203     2.94315     2.94695 0.000243481
       35204     2.94256     2.94695 0.000243474
       35205     2.94189     2.94695 0.000243468
       35206     2.94114     2.94695 0.000243461
       35207     2.94034     2.94695 0.000243454
       35208     2.93947     2.94695 0.000243447
       35209     2.93856     2.94695  0.00024344
       35210      2.9376     2.94695 0.000243433
       35211     2.93661     2.94695 0.000243427
       35212     2.93558     2.94695  0.00024342
       35213     2.93452     2.94695 0.000243413
       35214     2.93345     2.94695 0.000243407
       35215     2.93235     2.94695   0.0002434
       35216     2.93124     2.94695 0.000243394
       35217     2.93012     2.94695 0.000243387
       35218     2.92899     2.94695 0.000243381
       35219     2.92785     2.94695 0.000243375
       35220     2.92671     2.94695 0.000243368
       35221     2.92557     2.94695 0.000243362
       35222     2.92443     2.94695 0.000243356
       35223      2.9233     2.94695  0.00024335
       35224     2.92217     2.94694 0.000243344
       35225     2.92104     2.94694 0.000243338
       35226     2.91993     2.94694 0.000243333
       35227     2.91883     2.94694 0.000243327
       35228     2.91775     2.94694 0.000243322
       35229     2.91668     2.94694 0.000243316
       35230     2.91564     2.94694 0.000243311
       35231     2.91462     2.94694 0.000243306
       35232     2.91362     2.94694 0.000243301
       35233     2.91266     2.94694 0.000243296
       35234     2.91173     2.94694 0.000243291
       35235     2.91084     2.94693 0.000243286
       35236     2.90999     2.94693 0.000243282
       35237     2.90919     2.94693 0.000243277
       35238     2.90844     2.94693 0.000243273
       35239     2.90775     2.94693 0.000243268
       35240     2.90711     2.94693 0.000243264
       35241     2.90654     2.94693  0.00024326
       35242     2.90603     2.94693 0.000243256
       35243      2.9056     2.94693 0.000243251
       35244     2.90524     2.94692 0.000243247
       35245     2.90496     2.94692 0.000243243
       35246     2.90476     2.94692  0.00024324
       35247     2.90464     2.94692 0.000243236
       35248     2.90462     2.94692 0.000243232
       35249     2.90468     2.94692 0.000243228
       35250     2.90483     2.94692 0.000243224
       35251     2.90508     2.94692  0.00024322
       35252     2.90543     2.94692 0.000243216
       35253     2.90586     2.94691 0.000243212
       35254      2.9064     2.94691 0.000243207
       35255     2.90703     2.94691 0.000243203
       35256     2.90775     2.94691 0.000243199
       35257     2.90857     2.94691 0.000243194
       35258     2.90947     2.94691  0.00024319
       35259     2.91047     2.94691 0.000243185
       35260     2.91156     2.94691  0.00024318
       35261     2.91272     2.94691 0.000243175
       35262     2.91397      2.9469  0.00024317
       35263      2.9153      2.9469 0.000243165
       35264      2.9167      2.9469 0.000243159
       35265     2.91816      2.9469 0.000243154
       35266     2.91969      2.9469 0.000243148
       35267     2.92128      2.9469 0.000243142
       35268     2.92292      2.9469 0.000243137
       35269     2.92461      2.9469  0.00024313
       35270     2.92635      2.9469 0.000243124
       35271     2.92812      2.9469 0.000243118
       35272     2.92993      2.9469 0.000243112
       35273     2.93176      2.9469 0.000243105
       35274     2.93361      2.9469 0.000243098
       35275     2.93548      2.9469 0.000243092
       35276     2.93735      2.9469 0.000243085
       35277     2.93923      2.9469 0.000243078
       35278     2.94111      2.9469 0.000243071
       35279     2.94299      2.9469 0.000243064
       35280     2.94485      2.9469 0.000243058
       35281      2.9467      2.9469 0.000243051
       35282     2.94852      2.9469 0.000243044
       35283     2.95033      2.9469 0.000243037
       35284      2.9521      2.9469  0.00024303
       35285     2.95384      2.9469 0.000243023
       35286     2.95554      2.9469 0.000243017
       35287      2.9572      2.9469  0.00024301
       35288     2.95881      2.9469 0.000243003
       35289     2.96038      2.9469 0.000242997
       35290      2.9619      2.9469  0.00024299
       35291     2.96336      2.9469 0.000242984
       35292     2.96477      2.9469 0.000242977
       35293     2.96613      2.9469 0.000242971
       35294     2.96742      2.9469 0.000242965
       35295     2.96865      2.9469 0.000242959
       35296     2.96982      2.9469 0.000242953
       35297     2.97092      2.9469 0.000242947
       35298     2.97196      2.9469 0.000242941
       35299     2.97293      2.9469 0.000242935
       35300     2.97383      2.9469 0.000242929
       35301     2.97467      2.9469 0.000242924
       35302     2.97543     2.94691 0.000242918
       35303     2.97612     2.94691 0.000242913
       35304     2.97674     2.94691 0.000242907
       35305     2.97729     2.94691 0.000242902
       35306     2.97776     2.94691 0.000242897
       35307     2.97816     2.94691 0.000242892
       35308     2.97849     2.94691 0.000242886
       35309     2.97874     2.94691 0.000242881
       35310     2.97892     2.94691 0.000242876
       35311     2.97902     2.94691 0.000242871
       35312     2.97905     2.94691 0.000242866
       35313       2.979     2.94692  0.00024286
       35314     2.97887     2.94692 0.000242855
       35315     2.97867     2.94692  0.00024285
       35316     2.97839     2.94692 0.000242845
       35317     2.97803     2.94692 0.000242839
       35318      2.9776     2.94692 0.000242834
       35319     2.97708     2.94692 0.000242829
       35320     2.97649     2.94692 0.000242823
       35321     2.97581     2.94692 0.000242818
       35322     2.97506     2.94692 0.000242812
       35323     2.97422     2.94692 0.000242807
       35324     2.97331     2.94692 0.000242801
       35325     2.97231     2.94693 0.000242795
       35326     2.97123     2.94693 0.000242789
       35327     2.97007     2.94693 0.000242783
       35328     2.96883     2.94693 0.000242777
       35329      2.9675     2.94693 0.000242771
       35330     2.96608     2.94693 0.000242765
       35331     2.96459     2.94693 0.000242758
       35332       2.963     2.94693 0.000242752
       35333     2.96134     2.94693 0.000242745
       35334     2.95958     2.94693 0.000242739
       35335     2.95774     2.94693 0.000242732
       35336     2.95581     2.94693 0.000242725
       35337     2.95379     2.94693 0.000242719
       35338     2.95169     2.94693 0.000242712
       35339     2.94949     2.94693 0.000242705
       35340     2.94721     2.94693 0.000242698
       35341     2.94483     2.94693 0.000242691
       35342     2.94236     2.94693 0.000242684
       35343      2.9398     2.94693 0.000242678
       35344     2.93714     2.94693 0.000242671
       35345     2.93439     2.94693 0.000242664
       35346     2.93155     2.94693 0.000242658
       35347     2.92862     2.94693 0.000242651
       35348     2.92561     2.94693 0.000242645
       35349      2.9225     2.94693 0.000242639
       35350     2.91931     2.94693 0.000242634
       35351     2.91605     2.94693 0.000242629
       35352     2.91271     2.94693 0.000242624
       35353     2.90931     2.94692 0.000242619
       35354     2.90586     2.94692 0.000242615
       35355     2.90238     2.94692 0.000242611
       35356     2.89886     2.94692 0.000242608
       35357     2.89534     2.94692 0.000242606
       35358     2.89184     2.94692 0.000242604
       35359     2.88837     2.94692 0.000242603
       35360     2.88496     2.94691 0.000242602
       35361     2.88164     2.94691 0.000242602
       35362     2.87844     2.94691 0.000242603
       35363     2.87538     2.94691 0.000242605
       35364      2.8725     2.94691 0.000242607
       35365     2.86983      2.9469  0.00024261
       35366     2.86739      2.9469 0.000242614
       35367     2.86522      2.9469 0.000242618
       35368     2.86334      2.9469 0.000242622
       35369     2.86176     2.94689 0.000242627
       35370     2.86052     2.94689 0.000242633
       35371     2.85961     2.94689 0.000242639
       35372     2.85905     2.94689 0.000242644
       35373     2.85885     2.94688  0.00024265
       35374     2.85899     2.94688 0.000242656
       35375     2.85948     2.94688 0.000242662
       35376     2.86029     2.94688 0.000242667
       35377     2.86141     2.94687 0.000242673
       35378     2.86283     2.94687 0.000242677
       35379     2.86452     2.94687 0.000242682
       35380     2.86644     2.94687 0.000242685
       35381     2.86859     2.94687 0.000242689
       35382     2.87092     2.94686 0.000242691
       35383     2.87342     2.94686 0.000242693
       35384     2.87606     2.94686 0.000242695
       35385     2.87881     2.94686 0.000242695
       35386     2.88165     2.94686 0.000242696
       35387     2.88456     2.94685 0.000242695
       35388     2.88751     2.94685 0.000242694
       35389     2.89049     2.94685 0.000242692
       35390     2.89349     2.94685  0.00024269
       35391     2.89648     2.94685 0.000242688
       35392     2.89946     2.94685 0.000242684
       35393     2.90241     2.94685 0.000242681
       35394     2.90533     2.94684 0.000242677
       35395      2.9082     2.94684 0.000242672
       35396     2.91101     2.94684 0.000242668
       35397     2.91377     2.94684 0.000242663
       35398     2.91646     2.94684 0.000242657
       35399     2.91908     2.94684 0.000242652
       35400     2.92162     2.94684 0.000242646
       35401     2.92408     2.94684  0.00024264
       35402     2.92645     2.94684 0.000242634
       35403     2.92874     2.94684 0.000242627
       35404     2.93094     2.94684 0.000242621
       35405     2.93304     2.94684 0.000242614
       35406     2.93506     2.94684 0.000242608
       35407     2.93697     2.94684 0.000242601
       35408      2.9388     2.94684 0.000242594
       35409     2.94053     2.94683 0.000242587
       35410     2.94216     2.94683 0.000242581
       35411      2.9437     2.94683 0.000242574
       35412     2.94514     2.94683 0.000242567
       35413      2.9465     2.94683  0.00024256
       35414     2.94776     2.94683 0.000242553
       35415     2.94893     2.94683 0.000242546
       35416     2.95002     2.94683  0.00024254
       35417     2.95102     2.94683 0.000242533
       35418     2.95193     2.94684 0.000242526
       35419     2.95277     2.94684 0.000242519
       35420     2.95353     2.94684 0.000242512
       35421     2.95422     2.94684 0.000242506
       35422     2.95483     2.94684 0.000242499
       35423     2.95538     2.94684 0.000242492
       35424     2.95585     2.94684 0.000242486
       35425     2.95627     2.94684 0.000242479
       35426     2.95662     2.94684 0.000242472
       35427     2.95692     2.94684 0.000242465
       35428     2.95716     2.94684 0.000242459
       35429     2.95735     2.94684 0.000242452
       35430     2.95749     2.94684 0.000242445
       35431     2.95759     2.94684 0.000242439
       35432     2.95763     2.94684 0.000242432
       35433     2.95764     2.94684 0.000242425
       35434     2.95761     2.94684 0.000242419
       35435     2.95753     2.94684 0.000242412
       35436     2.95743     2.94684 0.000242406
       35437     2.95728     2.94684 0.000242399
       35438     2.95711     2.94684 0.000242392
       35439      2.9569     2.94684 0.000242386
       35440     2.95667     2.94684 0.000242379
       35441     2.95641     2.94684 0.000242372
       35442     2.95612     2.94684 0.000242365
       35443     2.95581     2.94684 0.000242359
       35444     2.95547     2.94684 0.000242352
       35445     2.95511     2.94684 0.000242345
       35446     2.95472     2.94684 0.000242339
       35447     2.95432     2.94684 0.000242332
       35448     2.95389     2.94684 0.000242325
       35449     2.95344     2.94684 0.000242318
       35450     2.95297     2.94684 0.000242312
       35451     2.95248     2.94684 0.000242305
       35452     2.95198     2.94684 0.000242298
       35453     2.95145     2.94684 0.000242291
       35454      2.9509     2.94684 0.000242284
       35455     2.95033     2.94684 0.000242278
       35456     2.94974     2.94684 0.000242271
       35457     2.94913     2.94684 0.000242264
       35458     2.94849     2.94684 0.000242257
       35459     2.94784     2.94684  0.00024225
       35460     2.94717     2.94684 0.000242243
       35461     2.94647     2.94684 0.000242237
       35462     2.94575     2.94684  0.00024223
       35463       2.945     2.94684 0.000242223
       35464     2.94424     2.94684 0.000242216
       35465     2.94345     2.94684 0.000242209
       35466     2.94263     2.94684 0.000242203
       35467     2.94179     2.94684 0.000242196
       35468     2.94093     2.94684 0.000242189
       35469     2.94005     2.94684 0.000242182
       35470     2.93914     2.94684 0.000242175
       35471      2.9382     2.94684 0.000242169
       35472     2.93725     2.94684 0.000242162
       35473     2.93627     2.94684 0.000242155
       35474     2.93528     2.94684 0.000242149
       35475     2.93427     2.94684 0.000242142
       35476     2.93324     2.94684 0.000242136
       35477     2.93219     2.94684 0.000242129
       35478     2.93114     2.94684 0.000242123
       35479     2.93008     2.94684 0.000242116
       35480     2.92901     2.94684  0.00024211
       35481     2.92795     2.94684 0.000242104
       35482     2.92688     2.94684 0.000242098
       35483     2.92583     2.94684 0.000242092
       35484     2.92479     2.94684 0.000242086
       35485     2.92377     2.94684  0.00024208
       35486     2.92278     2.94684 0.000242074
       35487     2.92181     2.94683 0.000242068
       35488     2.92089     2.94683 0.000242062
       35489        2.92     2.94683 0.000242057
       35490     2.91917     2.94683 0.000242051
       35491     2.91839     2.94683 0.000242046
       35492     2.91767     2.94683  0.00024204
       35493     2.91702     2.94683 0.000242035
       35494     2.91645     2.94683  0.00024203
       35495     2.91595     2.94683 0.000242024
       35496     2.91553     2.94683 0.000242019
       35497     2.91521     2.94683 0.000242014
       35498     2.91496     2.94683 0.000242009
       35499     2.91482     2.94682 0.000242004
       35500     2.91476     2.94682 0.000241998
       35501      2.9148     2.94682 0.000241993
       35502     2.91493     2.94682 0.000241988
       35503     2.91515     2.94682 0.000241983
       35504     2.91547     2.94682 0.000241978
       35505     2.91587     2.94682 0.000241973
       35506     2.91635     2.94682 0.000241967
       35507     2.91692     2.94682 0.000241962
       35508     2.91756     2.94682 0.000241957
       35509     2.91827     2.94682 0.000241951
       35510     2.91904     2.94682 0.000241945
       35511     2.91987     2.94681  0.00024194
       35512     2.92075     2.94681 0.000241934
       35513     2.92167     2.94681 0.000241928
       35514     2.92263     2.94681 0.000241923
       35515     2.92363     2.94681 0.000241917
       35516     2.92464     2.94681 0.000241911
       35517     2.92567     2.94681 0.000241905
       35518     2.92672     2.94681 0.000241898
       35519     2.92777     2.94681 0.000241892
       35520     2.92882     2.94681 0.000241886
       35521     2.92986     2.94681  0.00024188
       35522      2.9309     2.94681 0.000241873
       35523     2.93192     2.94681 0.000241867
       35524     2.93292     2.94681  0.00024186
       35525      2.9339     2.94681 0.000241854
       35526     2.93486     2.94681 0.000241847
       35527     2.93579     2.94681  0.00024184
       35528     2.93669     2.94681 0.000241834
       35529     2.93756     2.94681 0.000241827
       35530      2.9384     2.94681  0.00024182
       35531     2.93921     2.94681 0.000241814
       35532     2.93998     2.94681 0.000241807
       35533     2.94072     2.94681   0.0002418
       35534     2.94143      2.9468 0.000241794
       35535     2.94211      2.9468 0.000241787
       35536     2.94275      2.9468  0.00024178
       35537     2.94336      2.9468 0.000241773
       35538     2.94394      2.9468 0.000241766
       35539     2.94449      2.9468  0.00024176
       35540     2.94501      2.9468 0.000241753
       35541      2.9455      2.9468 0.000241746
       35542     2.94596      2.9468 0.000241739
       35543      2.9464      2.9468 0.000241732
       35544     2.94682      2.9468 0.000241726
       35545     2.94721      2.9468 0.000241719
       35546     2.94758      2.9468 0.000241712
       35547     2.94792      2.9468 0.000241705
       35548     2.94825      2.9468 0.000241698
       35549     2.94856      2.9468 0.000241692
       35550     2.94886      2.9468 0.000241685
       35551     2.94914      2.9468 0.000241678
       35552      2.9494      2.9468 0.000241671
       35553     2.94966      2.9468 0.000241664
       35554      2.9499      2.9468 0.000241658
       35555     2.95013      2.9468 0.000241651
       35556     2.95035      2.9468 0.000241644
       35557     2.95056     2.94681 0.000241637
       35558     2.95077     2.94681 0.000241631
       35559     2.95097     2.94681 0.000241624
       35560     2.95117     2.94681 0.000241617
       35561     2.95136     2.94681  0.00024161
       35562     2.95155     2.94681 0.000241604
       35563     2.95174     2.94681 0.000241597
       35564     2.95193     2.94681  0.00024159
       35565     2.95211     2.94681 0.000241583
       35566      2.9523     2.94681 0.000241577
       35567      2.9525     2.94681  0.00024157
       35568     2.95269     2.94681 0.000241563
       35569     2.95289     2.94681 0.000241556
       35570      2.9531     2.94681  0.00024155
       35571     2.95331     2.94681 0.000241543
       35572     2.95354     2.94681 0.000241536
       35573     2.95377     2.94681 0.000241529
       35574     2.95401     2.94681 0.000241523
       35575     2.95426     2.94681 0.000241516
       35576     2.95452     2.94681 0.000241509
       35577     2.95479     2.94681 0.000241503
       35578     2.95508     2.94681 0.000241496
       35579     2.95539     2.94681 0.000241489
       35580     2.95571     2.94681 0.000241483
       35581     2.95604     2.94681 0.000241476
       35582     2.95639     2.94681 0.000241469
       35583     2.95676     2.94681 0.000241463
       35584     2.95714     2.94681 0.000241456
       35585     2.95755     2.94681  0.00024145
       35586     2.95797     2.94681 0.000241443
       35587     2.95841     2.94681 0.000241436
       35588     2.95886     2.94681  0.00024143
       35589     2.95934     2.94681 0.000241423
       35590     2.95983     2.94681 0.000241417
       35591     2.96034     2.94681  0.00024141
       35592     2.96086     2.94681 0.000241404
       35593      2.9614     2.94681 0.000241397
       35594     2.96195     2.94681 0.000241391
       35595     2.96252     2.94681 0.000241385
       35596     2.96309     2.94681 0.000241378
       35597     2.96367     2.94682 0.000241372
       35598     2.96427     2.94682 0.000241366
       35599     2.96486     2.94682 0.000241359
       35600     2.96546     2.94682 0.000241353
       35601     2.96606     2.94682 0.000241347
       35602     2.96665     2.94682 0.000241341
       35603     2.96724     2.94682 0.000241335
       35604     2.96782     2.94682 0.000241329
       35605      2.9684     2.94682 0.000241323
       35606     2.96895     2.94682 0.000241317
       35607     2.96949     2.94682 0.000241311
       35608     2.97001     2.94682 0.000241305
       35609     2.97051     2.94682 0.000241299
       35610     2.97098     2.94682 0.000241293
       35611     2.97141     2.94682 0.000241288
       35612     2.97181     2.94682 0.000241282
       35613     2.97218     2.94682 0.000241276
       35614      2.9725     2.94683  0.00024127
       35615     2.97278     2.94683 0.000241265
       35616     2.97301     2.94683 0.000241259
       35617     2.97319     2.94683 0.000241253
       35618     2.97331     2.94683 0.000241248
       35619     2.97337     2.94683 0.000241242
       35620     2.97337     2.94683 0.000241237
       35621     2.97331     2.94683 0.000241231
       35622     2.97318     2.94683 0.000241225
       35623     2.97299     2.94683  0.00024122
       35624     2.97272     2.94683 0.000241214
       35625     2.97238     2.94683 0.000241208
       35626     2.97197     2.94683 0.000241202
       35627     2.97148     2.94684 0.000241197
       35628     2.97091     2.94684 0.000241191
       35629     2.97027     2.94684 0.000241185
       35630     2.96956     2.94684 0.000241179
       35631     2.96878     2.94684 0.000241173
       35632     2.96792     2.94684 0.000241167
       35633       2.967     2.94684 0.000241161
       35634     2.96602     2.94684 0.000241155
       35635     2.96497     2.94684 0.000241149
       35636     2.96388     2.94684 0.000241142
       35637     2.96274     2.94684 0.000241136
       35638     2.96155     2.94684 0.000241129
       35639     2.96034     2.94684 0.000241123
       35640      2.9591     2.94684 0.000241116
       35641     2.95785     2.94684  0.00024111
       35642      2.9566     2.94684 0.000241103
       35643     2.95536     2.94684 0.000241097
       35644     2.95413     2.94684  0.00024109
       35645     2.95293     2.94684 0.000241083
       35646     2.95177     2.94684 0.000241077
       35647     2.95066     2.94684  0.00024107
       35648     2.94961     2.94684 0.000241063
       35649     2.94863     2.94684 0.000241056
       35650     2.94773     2.94684  0.00024105
       35651     2.94692     2.94684 0.000241043
       35652      2.9462     2.94684 0.000241036
       35653     2.94557     2.94684 0.000241029
       35654     2.94505     2.94684 0.000241023
       35655     2.94463     2.94684 0.000241016
       35656     2.94431     2.94684 0.000241009
       35657     2.94409     2.94684 0.000241002
       35658     2.94397     2.94684 0.000240996
       35659     2.94394     2.94684 0.000240989
       35660       2.944     2.94684 0.000240982
       35661     2.94414     2.94684 0.000240975
       35662     2.94436     2.94684 0.000240969
       35663     2.94463     2.94684 0.000240962
       35664     2.94496     2.94684 0.000240955
       35665     2.94534     2.94684 0.000240948
       35666     2.94574     2.94684 0.000240942
       35667     2.94617     2.94684 0.000240935
       35668      2.9466     2.94684 0.000240928
       35669     2.94704     2.94684 0.000240921
       35670     2.94747     2.94684 0.000240915
       35671     2.94789     2.94684 0.000240908
       35672     2.94828     2.94684 0.000240901
       35673     2.94864     2.94684 0.000240894
       35674     2.94896     2.94684 0.000240888
       35675     2.94923     2.94684 0.000240881
       35676     2.94946     2.94684 0.000240874
       35677     2.94964     2.94684 0.000240867
       35678     2.94976     2.94684 0.000240861
       35679     2.94983     2.94684 0.000240854
       35680     2.94985     2.94684 0.000240847
       35681     2.94981     2.94684  0.00024084
       35682     2.94972     2.94684 0.000240834
       35683     2.94957     2.94684 0.000240827
       35684     2.94938     2.94684  0.00024082
       35685     2.94913     2.94684 0.000240813
       35686     2.94885     2.94684 0.000240807
       35687     2.94853     2.94684   0.0002408
       35688     2.94817     2.94684 0.000240793
       35689     2.94778     2.94684 0.000240786
       35690     2.94737     2.94684  0.00024078
       35691     2.94693     2.94684 0.000240773
       35692     2.94649     2.94684 0.000240766
       35693     2.94604     2.94684 0.000240759
       35694     2.94558     2.94684 0.000240753
       35695     2.94513     2.94684 0.000240746
       35696     2.94468     2.94684 0.000240739
       35697     2.94425     2.94684 0.000240733
       35698     2.94384     2.94684 0.000240726
       35699     2.94345     2.94684 0.000240719
       35700      2.9431     2.94684 0.000240712
       35701     2.94278     2.94684 0.000240706
       35702      2.9425     2.94684 0.000240699
       35703     2.94226     2.94684 0.000240692
       35704     2.94208     2.94684 0.000240685
       35705     2.94194     2.94684 0.000240679
       35706     2.94186     2.94684 0.000240672
       35707     2.94185     2.94684 0.000240665
       35708     2.94189     2.94684 0.000240659
       35709     2.94199     2.94684 0.000240652
       35710     2.94217     2.94684 0.000240645
       35711     2.94241     2.94684 0.000240639
       35712     2.94271     2.94684 0.000240632
       35713     2.94309     2.94684 0.000240625
       35714     2.94354     2.94684 0.000240618
       35715     2.94405     2.94684 0.000240612
       35716     2.94463     2.94684 0.000240605
       35717     2.94527     2.94684 0.000240598
       35718     2.94598     2.94684 0.000240592
       35719     2.94675     2.94684 0.000240585
       35720     2.94758     2.94684 0.000240578
       35721     2.94846     2.94684 0.000240571
       35722      2.9494     2.94684 0.000240565
       35723     2.95038     2.94684 0.000240558
       35724      2.9514     2.94684 0.000240551
       35725     2.95246     2.94684 0.000240544
       35726     2.95356     2.94684 0.000240538
       35727     2.95468     2.94684 0.000240531
       35728     2.95582     2.94684 0.000240525
       35729     2.95699     2.94684 0.000240518
       35730     2.95816     2.94684 0.000240512
       35731     2.95934     2.94684 0.000240505
       35732     2.96052     2.94684 0.000240499
       35733      2.9617     2.94684 0.000240492
       35734     2.96287     2.94684 0.000240486
       35735     2.96402     2.94685  0.00024048
       35736     2.96515     2.94685 0.000240473
       35737     2.96625     2.94685 0.000240467
       35738     2.96733     2.94685 0.000240461
       35739     2.96837     2.94685 0.000240455
       35740     2.96937     2.94685 0.000240449
       35741     2.97032     2.94685 0.000240444
       35742     2.97123     2.94685 0.000240438
       35743     2.97209     2.94685 0.000240432
       35744     2.97289     2.94685 0.000240427
